46, 0
40, 0
23, 0
23, 0
22, 0
22, 0
22, 0
34, 0
42, 0
41, 0
24, 0
22, 0
33, 0
23, 0
22, 0
22, 0
41, 0
42, 0
42, 0
42, 0
42, 0
43, 0
22, 0
23, 0
22, 0
23, 0
23, 0
26, 0
46, 0
29, 0
29, 0
37, 1
27, 0
32, 1
60, 1
37, 1
34, 1
34, 1
37, 1
35, 1
31, 1
68, 1
43, 1
36, 1
30, 1
35, 1
31, 1
56, 1
34, 1
38, 1
35, 1
37, 1
34, 1
66, 1
38, 1
45, 1
35, 1
39, 1
44, 1
46, 1
90, 1
46, 1
65, 1
41, 1
41, 1
41, 1
78, 1
41, 1
41, 1
42, 1
42, 1
42, 1
73, 1
44, 1
43, 1
41, 1
44, 1
42, 1
79, 1
45, 1
43, 1
40, 1
44, 1
46, 1
86, 1
44, 1
47, 1
37, 1
37, 1
36, 1
87, 1
44, 1
57, 1
41, 1
41, 1
41, 1
72, 1
46, 1
56, 1
48, 1
45, 1
44, 1
89, 1
53, 1
54, 1
45, 1
44, 1
47, 1
80, 1
46, 1
46, 1
45, 1
44, 1
37, 1
97, 1
37, 1
39, 1
43, 1
35, 1
30, 0
55, 0
45, 1
31, 0
36, 0
34, 1
34, 1
58, 1
31, 1
28, 0
41, 1
42, 1
40, 1
49, 1
76, 1
39, 1
37, 1
34, 1
33, 1
38, 1
62, 1
35, 1
37, 1
34, 1
43, 1
34, 1
57, 1
35, 1
32, 1
29, 0
31, 0
30, 0
30, 0
54, 0
29, 0
29, 0
35, 1
29, 0
29, 0
28, 0
50, 0
26, 0
24, 0
24, 0
22, 0
23, 0
22, 0
50, 0
40, 0
43, 0
41, 0
41, 0
42, 0
23, 0
23, 0
34, 0
25, 0
25, 0
23, 0
48, 0
22, 0
37, 0
30, 0
23, 0
23, 0
23, 0
42, 0
43, 0
42, 0
42, 0
23, 0
22, 0
23, 0
25, 0
22, 0
22, 0
40, 0
42, 0
40, 0
40, 0
22, 0
22, 0
22, 0
23, 0
27, 0
23, 0
40, 0
24, 0
23, 0
23, 0
22, 0
23, 0
22, 0
41, 0
42, 0
24, 0
22, 0
23, 0
22, 0
22, 0
22, 0
40, 0
26, 0
25, 0
23, 0
26, 0
24, 0
26, 0
24, 0
25, 0
41, 0
32, 0
25, 0
41, 0
42, 0
42, 0
39, 0
23, 0
22, 0
25, 0
23, 0
36, 0
42, 0
30, 0
22, 0
23, 0
23, 0
23, 0
26, 0
24, 0
24, 0
23, 0
21, 0
28, 0
23, 0
44, 0
22, 0
31, 0
22, 0
23, 0
22, 0
47, 0
42, 0
38, 0
22, 0
36, 0
24, 0
24, 0
22, 0
42, 0
39, 0
24, 0
22, 0
23, 0
25, 0
23, 0
23, 0
52, 0
33, 0
24, 0
25, 0
23, 0
23, 0
32, 0
42, 0
24, 0
30, 0
33, 0
34, 0
40, 0
34, 0
42, 0
65, 0
23, 0
22, 0
22, 0
22, 0
22, 0
23, 0
43, 0
22, 0
24, 0
38, 0
31, 0
22, 0
23, 0
44, 0
23, 0
23, 0
25, 0
23, 0
23, 0
22, 0
42, 0
41, 0
25, 0
23, 0
23, 0
22, 0
23, 0
23, 0
43, 0
23, 0
23, 0
22, 0
23, 0
22, 0
23, 0
42, 0
38, 0
23, 0
25, 0
31, 0
31, 0
23, 0
55, 0
36, 0
24, 0
23, 0
22, 0
22, 0
24, 0
40, 0
41, 0
24, 0
24, 0
23, 0
24, 0
23, 0
24, 0
47, 0
32, 0
35, 0
31, 0
30, 0
35, 0
42, 0
25, 0
23, 0
24, 0
22, 0
23, 0
33, 0
47, 0
45, 0
23, 0
22, 0
23, 0
26, 0
32, 0
27, 0
45, 0
26, 0
27, 0
27, 0
23, 0
25, 0
25, 0
47, 0
25, 0
23, 0
23, 0
23, 0
25, 0
22, 0
45, 0
41, 0
24, 0
23, 0
31, 0
29, 0
23, 0
27, 0
54, 0
42, 0
30, 0
34, 0
22, 0
22, 0
26, 0
42, 0
43, 0
24, 0
22, 0
25, 0
23, 0
23, 0
23, 0
45, 0
31, 0
24, 0
25, 0
36, 0
24, 0
23, 0
45, 0
42, 0
30, 0
23, 0
24, 0
23, 0
24, 0
42, 0
24, 0
30, 0
26, 0
24, 0
26, 0
40, 0
23, 0
25, 0
32, 0
22, 0
34, 0
40, 0
44, 0
23, 0
24, 0
22, 0
23, 0
23, 0
23, 0
42, 0
44, 0
24, 0
36, 0
23, 0
36, 0
22, 0
23, 0
44, 0
23, 0
26, 0
23, 0
24, 0
24, 0
25, 0
41, 0
39, 0
23, 0
23, 0
22, 0
22, 0
23, 0
25, 0
40, 0
40, 0
24, 0
25, 0
35, 0
33, 0
23, 0
22, 0
43, 0
21, 0
24, 0
22, 0
23, 0
22, 0
22, 0
40, 0
23, 0
22, 0
23, 0
22, 0
23, 0
22, 0
41, 0
39, 0
41, 0
43, 0
22, 0
22, 0
22, 0
22, 0
26, 0
41, 0
24, 0
22, 0
25, 0
24, 0
23, 0
23, 0
42, 0
22, 0
22, 0
39, 0

== RESTART: /home/pi/Desktop/drone/videodetecuarco_multiplos_testeTempo.py ==
24, 0
22, 0
22, 0
42, 0
22, 0
22, 0
22, 0
22, 0
23, 0
22, 0
41, 0
39, 0
42, 0
41, 0
42, 0
44, 0
46, 0
23, 0
23, 0
22, 0
22, 0
23, 0
25, 0
45, 0
50, 0
38, 0
37, 2
36, 2
35, 2
36, 2
52, 3
60, 1
28, 0
34, 2
35, 2
31, 0
33, 1
53, 0
39, 0
36, 2
27, 0
29, 0
32, 1
36, 2
62, 1
37, 2
34, 1
39, 3
33, 1
33, 1
36, 1
59, 1
54, 0
36, 2
37, 2
44, 5
37, 2
38, 3
74, 4
52, 5
41, 4
46, 5
45, 5
41, 4
82, 4
64, 4
56, 5
50, 5
36, 2
35, 1
68, 4
39, 3
39, 4
43, 3
42, 5
41, 3
77, 4
44, 4
43, 4
44, 4
46, 5
41, 4
84, 4
76, 4
42, 4
44, 5
41, 4
42, 4
45, 5
78, 5
39, 4
43, 5
38, 4
40, 4
40, 5
70, 4
42, 5
43, 5
38, 4
43, 5
36, 3
83, 5
45, 5
38, 3
40, 5
39, 4
38, 4
60, 2
48, 4
39, 4
39, 4
37, 2
41, 4
77, 5
39, 4
41, 5
38, 4
38, 4
42, 4
61, 5
69, 4
41, 5
42, 5
39, 4
40, 5
39, 4
77, 5
41, 5
39, 4
39, 4
40, 4
40, 4
56, 5
74, 4
44, 5
42, 4
39, 4
39, 4
39, 4
68, 4
42, 5
42, 5
38, 4
39, 4
38, 4
78, 4
41, 4
40, 4
40, 4
42, 5
40, 5
50, 4
72, 4
40, 4
38, 4
40, 4
38, 4
39, 4
73, 4
73, 4
37, 4
42, 5
42, 5
39, 4
39, 4
44, 4
76, 5
41, 4
38, 4
34, 2
39, 4
36, 3
73, 5
39, 4
41, 4
39, 4
41, 5
40, 4
48, 5
69, 4
40, 4
40, 4
41, 4
40, 4
39, 4
71, 4
40, 5
40, 4
40, 5
39, 4
42, 5
55, 4
76, 5
39, 4
42, 4
42, 5
42, 5
41, 5
65, 5
41, 4
41, 5
44, 5
38, 4
41, 5
75, 5
39, 4
41, 4
38, 4
38, 4
38, 4
58, 4
64, 4
42, 4
40, 4
40, 4
39, 4
40, 4
68, 2
40, 5
40, 4
38, 4
38, 4
26, 0
38, 0
49, 0
27, 0
28, 0
27, 0
28, 0
33, 0
50, 2
53, 0
36, 1
35, 2
40, 4
38, 2
36, 2
73, 4
37, 3
34, 2
32, 1
31, 1
31, 1
39, 1
59, 1
34, 2
39, 3
34, 2
40, 4
35, 2
45, 3
68, 3
40, 4
33, 1
36, 3
33, 1
34, 2
43, 3
67, 2
55, 2
40, 2
40, 3
32, 1
32, 1
65, 2
40, 3
35, 2
44, 5
39, 3
40, 3
70, 3
40, 3
41, 4
39, 3
36, 2
38, 3
64, 5
69, 3
43, 5
36, 2
38, 3
41, 4
39, 2
85, 5
43, 5
43, 5
41, 4
43, 5
43, 5
70, 5
45, 5
44, 5
42, 5
43, 5
36, 2
68, 2
42, 5
43, 5
43, 5
41, 4
41, 4
60, 5
76, 5
45, 5
42, 5
41, 4
43, 5
41, 4
60, 2
29, 0
32, 1
35, 2
29, 0
29, 0
54, 0
29, 0
28, 0
34, 1
29, 0
37, 2
44, 2
63, 1
39, 2
28, 0
39, 4
29, 1
23, 0
24, 0
56, 0
54, 1
23, 0
25, 0
26, 0
29, 1
24, 0
33, 0
56, 0
34, 2
34, 2
33, 2
30, 0
33, 1
27, 0
51, 0
38, 0
27, 0
28, 0
26, 0
28, 0
26, 0
50, 0
29, 0
40, 0
32, 0
30, 0
33, 0
55, 0
28, 0
28, 0
27, 0
25, 0
25, 0
24, 0
45, 0
46, 0
25, 0
24, 0
28, 0
30, 0
30, 0
49, 0
30, 0
27, 0
26, 0
27, 0
28, 0
28, 0
48, 0
22, 0
24, 0
22, 0
23, 0
22, 0
23, 0
42, 0
24, 0
23, 0
25, 0
24, 0
24, 0
23, 0
43, 0
42, 0
47, 0
45, 0
42, 0
42, 0
41, 0
41, 0
22, 0
21, 0
22, 0
22, 0
22, 0
22, 0
51, 0
26, 0
26, 0
23, 0
22, 0
24, 0
25, 0
42, 0
44, 0
24, 0
